count,date,time_interval,approach,class,city,intersection,table,publish_timestamp,movement,data_provider,original_content,interval_start_timestamp,interval_end_timestamp
58,2026-03-01,11:30 AM - 11:44 AM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337818000,TH,derq,,,
15,2026-03-01,11:30 AM - 11:44 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
5,2026-03-01,11:30 AM - 11:44 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,RT,derq,,,
20,2026-03-01,11:30 AM - 11:44 AM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
1,2026-03-01,11:30 AM - 11:44 AM,SB,single_unit_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,RT,derq,,,
2,2026-03-01,11:30 AM - 11:44 AM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,LT,derq,,,
5,2026-03-01,11:45 AM - 11:59 AM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,LT,derq,,,
8,2026-03-01,11:30 AM - 11:44 AM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,RT,derq,,,
22,2026-03-01,11:45 AM - 11:59 AM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
2,2026-03-01,11:45 AM - 11:59 AM,NB,single_unit_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
70,2026-03-01,11:45 AM - 11:59 AM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
3,2026-03-01,11:30 AM - 11:44 AM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,RT,derq,,,
34,2026-03-01,11:45 AM - 11:59 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
1,2026-03-01,11:45 AM - 11:59 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,UT,derq,,,
1,2026-03-01,11:45 AM - 11:59 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,RT,derq,,,
3,2026-03-01,11:45 AM - 11:59 AM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,LT,derq,,,
3,2026-03-01,11:30 AM - 11:44 AM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,LT,derq,,,
19,2026-03-01,11:45 AM - 11:59 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
3,2026-03-01,11:45 AM - 11:59 AM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,RT,derq,,,
17,2026-03-01,11:30 AM - 11:44 AM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337819000,TH,derq,,,
7,2026-03-01,12:00 PM - 12:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,LT,derq,,,
37,2026-03-01,12:15 PM - 12:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
27,2026-03-01,12:15 PM - 12:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
1,2026-03-01,12:15 PM - 12:29 PM,NB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
63,2026-03-01,12:15 PM - 12:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
1,2026-03-01,12:00 PM - 12:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,RT,derq,,,
3,2026-03-01,12:00 PM - 12:14 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,LT,derq,,,
5,2026-03-01,12:00 PM - 12:14 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,RT,derq,,,
22,2026-03-01,12:00 PM - 12:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
1,2026-03-01,12:00 PM - 12:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,LT,derq,,,
1,2026-03-01,12:00 PM - 12:14 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
18,2026-03-01,12:00 PM - 12:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
1,2026-03-01,12:15 PM - 12:29 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
5,2026-03-01,12:15 PM - 12:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,LT,derq,,,
65,2026-03-01,12:00 PM - 12:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
1,2026-03-01,11:45 AM - 11:59 AM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,RT,derq,,,
24,2026-03-01,12:00 PM - 12:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,TH,derq,,,
5,2026-03-01,12:00 PM - 12:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,RT,derq,,,
5,2026-03-01,12:00 PM - 12:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,RT,derq,,,
5,2026-03-01,11:45 AM - 11:59 AM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337820000,LT,derq,,,
1,2026-03-01,12:30 PM - 12:44 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
1,2026-03-01,12:15 PM - 12:29 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,LT,derq,,,
15,2026-03-01,12:15 PM - 12:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
4,2026-03-01,12:15 PM - 12:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,RT,derq,,,
2,2026-03-01,12:15 PM - 12:29 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,LT,derq,,,
32,2026-03-01,12:30 PM - 12:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
60,2026-03-01,12:30 PM - 12:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
2,2026-03-01,12:15 PM - 12:29 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,RT,derq,,,
25,2026-03-01,12:30 PM - 12:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
1,2026-03-01,12:30 PM - 12:44 PM,NB,single_unit_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
4,2026-03-01,12:30 PM - 12:44 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,RT,derq,,,
1,2026-03-01,12:30 PM - 12:44 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
23,2026-03-01,12:30 PM - 12:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,TH,derq,,,
5,2026-03-01,12:30 PM - 12:44 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,LT,derq,,,
6,2026-03-01,12:30 PM - 12:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,LT,derq,,,
9,2026-03-01,12:15 PM - 12:29 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,RT,derq,,,
3,2026-03-01,12:15 PM - 12:29 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,LT,derq,,,
1,2026-03-01,12:15 PM - 12:29 PM,SB,single_unit_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,RT,derq,,,
3,2026-03-01,12:30 PM - 12:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337821000,RT,derq,,,
4,2026-03-01,01:00 PM - 01:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
3,2026-03-01,12:45 PM - 12:59 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,RT,derq,,,
1,2026-03-01,12:45 PM - 12:59 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
2,2026-03-01,12:45 PM - 12:59 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,RT,derq,,,
23,2026-03-01,12:45 PM - 12:59 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
20,2026-03-01,12:45 PM - 12:59 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
63,2026-03-01,01:00 PM - 01:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
1,2026-03-01,12:45 PM - 12:59 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
54,2026-03-01,12:45 PM - 12:59 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
10,2026-03-01,12:45 PM - 12:59 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,RT,derq,,,
53,2026-03-01,12:45 PM - 12:59 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
1,2026-03-01,01:00 PM - 01:14 PM,NB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
2,2026-03-01,12:45 PM - 12:59 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,TH,derq,,,
3,2026-03-01,12:45 PM - 12:59 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
5,2026-03-01,12:30 PM - 12:44 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,RT,derq,,,
2,2026-03-01,12:30 PM - 12:44 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
6,2026-03-01,12:45 PM - 12:59 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
1,2026-03-01,12:30 PM - 12:44 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,RT,derq,,,
1,2026-03-01,12:30 PM - 12:44 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337822000,LT,derq,,,
1,2026-03-01,01:00 PM - 01:14 PM,SB,motorcycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
1,2026-03-01,01:00 PM - 01:14 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
5,2026-03-01,01:00 PM - 01:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,LT,derq,,,
4,2026-03-01,01:00 PM - 01:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,RT,derq,,,
25,2026-03-01,01:00 PM - 01:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
1,2026-03-01,01:15 PM - 01:29 PM,NB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
3,2026-03-01,01:15 PM - 01:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,RT,derq,,,
17,2026-03-01,01:15 PM - 01:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
35,2026-03-01,01:15 PM - 01:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
33,2026-03-01,01:00 PM - 01:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
37,2026-03-01,01:15 PM - 01:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
1,2026-03-01,01:15 PM - 01:29 PM,SB,single_unit_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,RT,derq,,,
6,2026-03-01,01:15 PM - 01:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,LT,derq,,,
21,2026-03-01,01:00 PM - 01:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
3,2026-03-01,01:00 PM - 01:14 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,LT,derq,,,
6,2026-03-01,01:00 PM - 01:14 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,RT,derq,,,
65,2026-03-01,01:15 PM - 01:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
11,2026-03-01,01:00 PM - 01:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,RT,derq,,,
1,2026-03-01,01:00 PM - 01:14 PM,SB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337823000,TH,derq,,,
4,2026-03-01,01:15 PM - 01:29 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,LT,derq,,,
75,2026-03-01,01:30 PM - 01:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
26,2026-03-01,01:30 PM - 01:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
51,2026-03-01,01:45 PM - 01:59 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
23,2026-03-01,01:45 PM - 01:59 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
26,2026-03-01,01:30 PM - 01:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
3,2026-03-01,01:30 PM - 01:44 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,LT,derq,,,
37,2026-03-01,01:45 PM - 01:59 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
2,2026-03-01,01:30 PM - 01:44 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,RT,derq,,,
37,2026-03-01,01:30 PM - 01:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
6,2026-03-01,01:45 PM - 01:59 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,LT,derq,,,
4,2026-03-01,01:30 PM - 01:44 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,RT,derq,,,
4,2026-03-01,01:30 PM - 01:44 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,LT,derq,,,
1,2026-03-01,01:45 PM - 01:59 PM,NB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,TH,derq,,,
3,2026-03-01,01:30 PM - 01:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,RT,derq,,,
7,2026-03-01,01:15 PM - 01:29 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,RT,derq,,,
1,2026-03-01,01:15 PM - 01:29 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,RT,derq,,,
10,2026-03-01,01:30 PM - 01:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,LT,derq,,,
3,2026-03-01,01:15 PM - 01:29 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337824000,LT,derq,,,
7,2026-03-01,02:00 PM - 02:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,LT,derq,,,
3,2026-03-01,01:45 PM - 01:59 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,RT,derq,,,
59,2026-03-01,02:00 PM - 02:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
35,2026-03-01,02:00 PM - 02:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
2,2026-03-01,02:00 PM - 02:14 PM,NB,bicycle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
4,2026-03-01,01:45 PM - 01:59 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,LT,derq,,,
2,2026-03-01,02:00 PM - 02:14 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,LT,derq,,,
4,2026-03-01,01:45 PM - 01:59 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,RT,derq,,,
1,2026-03-01,01:45 PM - 01:59 PM,EB,articulated_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,RT,derq,,,
4,2026-03-01,02:00 PM - 02:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,LT,derq,,,
12,2026-03-01,02:00 PM - 02:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
1,2026-03-01,02:00 PM - 02:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,UT,derq,,,
1,2026-03-01,02:00 PM - 02:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,RT,derq,,,
7,2026-03-01,01:45 PM - 01:59 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,LT,derq,,,
14,2026-03-01,02:00 PM - 02:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
1,2026-03-01,01:45 PM - 01:59 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
5,2026-03-01,02:00 PM - 02:14 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,RT,derq,,,
6,2026-03-01,01:45 PM - 01:59 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,RT,derq,,,
24,2026-03-01,01:45 PM - 01:59 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337825000,TH,derq,,,
3,2026-03-01,02:15 PM - 02:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337826000,LT,derq,,,
7,2026-03-01,02:00 PM - 02:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337826000,RT,derq,,,
1,2026-03-01,05:00 PM - 05:14 PM,SB,single_unit_truck,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
4,2026-03-01,05:00 PM - 05:14 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,RT,derq,,,
24,2026-03-01,05:00 PM - 05:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
5,2026-03-01,05:00 PM - 05:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,RT,derq,,,
1,2026-03-01,05:00 PM - 05:14 PM,NB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
47,2026-03-01,05:00 PM - 05:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
2,2026-03-01,05:00 PM - 05:14 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,LT,derq,,,
5,2026-03-01,05:00 PM - 05:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,LT,derq,,,
50,2026-03-01,05:15 PM - 05:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
1,2026-03-01,05:00 PM - 05:14 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,RT,derq,,,
5,2026-03-01,05:15 PM - 05:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,LT,derq,,,
22,2026-03-01,05:15 PM - 05:29 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
1,2026-03-01,05:15 PM - 05:29 PM,NB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
3,2026-03-01,05:00 PM - 05:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,RT,derq,,,
1,2026-03-01,05:15 PM - 05:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,UT,derq,,,
19,2026-03-01,05:00 PM - 05:14 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
15,2026-03-01,05:00 PM - 05:14 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337834000,TH,derq,,,
1,2026-03-01,05:30 PM - 05:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,UT,derq,,,
1,2026-03-01,05:30 PM - 05:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,RT,derq,,,
31,2026-03-01,05:30 PM - 05:44 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,TH,derq,,,
6,2026-03-01,05:30 PM - 05:44 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,RT,derq,,,
42,2026-03-01,05:30 PM - 05:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,TH,derq,,,
15,2026-03-01,05:30 PM - 05:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,TH,derq,,,
4,2026-03-01,05:15 PM - 05:29 PM,EB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,RT,derq,,,
2,2026-03-01,05:15 PM - 05:29 PM,SB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,RT,derq,,,
4,2026-03-01,05:15 PM - 05:29 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,LT,derq,,,
4,2026-03-01,05:15 PM - 05:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,RT,derq,,,
1,2026-03-01,05:30 PM - 05:44 PM,EB,bus,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,LT,derq,,,
1,2026-03-01,05:30 PM - 05:44 PM,NB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,LT,derq,,,
12,2026-03-01,05:15 PM - 05:29 PM,SB,passenger_vehicle,alexandria,glebe-potomac-dqchytr8g,alexandria.vehicle-count,1773727337835000,TH,derq,,,
